question,reference,generated,bleu,meteor,rouge_1,rouge_2,rouge_L
산업디자인학과는 어떤 학과인가요?,"산업디자인학과는 창의적이고 능동적인 산업디자이너를 양성하며, 제품디자인, UI/UX디자인, 3D프린팅디자인 등 다양한 분야의 현장 중심 교육을 제공합니다.","human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    경호스포츠학과팩스번호는031-720-2296 입니다.
동서울대산업디자인학과팩스번호?
산업디자인학과팩스번호는031-720-2289 입니다.
동서울대시각디자인학과팩스번호?

전문학사 졸업 후 학사학위 취득이 가능한 산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인입니다.

동서울대경호스포츠학과전화번호?
경호스포츠학과전화번호는031-720-2230 입니다.
동서울대산업디자인학과전화번호?
산업디자인학과전화번호는031-720-2110, 2118 입니다. (주)데코피아, (주)인테크디자인 등과 관련된 학과는ありません.

질문:
 산업디자인학과는 어떤 학과인가요?

답시다: 산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인입니다. (동서울대학교 관련 정보라면 그 내용만 요약)",0.00388107836970323,0.052356020942408384,0.23076923076923078,0.08333333333333334,0.23076923076923078
산업디자인학과의 주요 학과 연혁은 무엇인가요?,"1981년에 학과가 신설되었으며, 2021년 산업디자인학과로 명칭이 변경되었습니다. 2024년에는 제품생활디자인과 UI/UX디자인 전공으로 이원화되었습니다.","Human: 
    산업디자인학과이경아교수님연구실위치가어디인가요?
산업디자인학과이경아교수님연구실은본관2층에위치해있습니다.
산업디자인학과김두한교수님연구실위치가어디인가요?
산업디자인학과김두한교수님연구실은본관3층에위치해있습니다.
산업디자인학과다까스요꼬교수님연구실위치가어디인가요?
산업디자인학과다까스요꼬교수님연구실은본관 3층에 위치하고 있습니다.
산업디자인학과황정행교수님연구실위치가어디인가요?
산업디자인학과황정행교수님연구실은본관 5층에 위치하고 있습니다.",0.0,0.0,0.0,0.0,0.0
"산업디자인학과의 교수님들은 누구이며, 연락처는 어떻게 되나요?","1. 유승용 교수: 본관 5층 M503호, 031-720-2116, acapsule@du.ac.kr
2. 황정행 교수: 본관 5층 M514호, 031-720-2112, nextizen@du.ac.kr
3. 최재홍 교수: 본관 5층 M509호, 031-720-2113, hongdwe@nate.com
4. 이경아 교수: 본관 2층 M207호, 031-720-2117, nadomilka@du.ac.kr
5. 김두한 교수: 본관 3층 M309호, 031-720-2111, 212abc@du.ac.kr
6. 다까스요꼬 교수: 본관 4층 M415호, 031-720-2125, yktakasu@du.ac.kr","Human: 
    below 정보(context)를 참고하여 사용자 질문에 답해주세요:
    동서울대학교의입학상담실연락처는어떻게되나요?
입학상담실의연락처는031-720-2900~2이며, FAX는031-720-2903입니다.
동서울대학교의취업상담실연락처는무엇인가요?

산업디자인학과이경아교수님연구실위치가어디인가요?
산업디자인학과이경아교수님연구실은본관2층에위치해있습니다.
산업디자인학과김두한교수님연구실위치가어디인가요?
산업디자인학과김두한교수님연구실은본관4층에위치해있습니다.
산업디자인학과다까스요꼬교수님연구실위치가어디인가요?
산업디자인학과다까스요꼬교수님연구실은본관4층에위치해있습니다.
산업디자인학과최재홍교수님연구실위치가어디인가요?
산업디자인학과최재홍교수님연구실은본관 2~4층에 위치해 있습니다.",0.0,0.0,0.21333333333333335,0.0821917808219178,0.21333333333333335
산업디자인학과의 교육목표와 방침은 무엇인가요?,"융복합 기술 시대에 대응한 현장 중심의 직무능력과 창의적 사고력을 길러내어, 국내외 공모전 및 산학협력 프로젝트를 통해 전문성을 갖춘 디자이너를 양성합니다.","Human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    툰캡스톤디자인, 웹툰창작종합설계.
항공기계과의 교육목표는 무엇인가요?
항공기계과의 교육목표는 항공및 설계 분야에서의 융합 지식을 탐구하여 4차 산업혁동력(미래 기술) 분야에서 전문성을 기를 수 있는 학과입니다. 이를 통해 학생들이 산업분야에서의 창의적 융합 지식을 배울 수 있으며, 실무 중심의 산학협력 프로젝트를 통해 디자인 전문성을 기를 수 있습니다.",0.022040531326700873,0.22319262493934983,0.0,0.0,0.0
산업디자인학과 졸업 후 진로는 어떻게 되나요?,"제품디자인, 환경디자인, 3D프린팅디자인, 멀티미디어디자인, UI/UX디자인 등 다양한 디자인 관련 산업으로 진출할 수 있습니다.","Human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    다.
웹툰과의졸업후진로는어떻게되나요?
졸업후, 학생들은웹툰작가, 웹툰PD, 웹툰스토리작가, 웹툰콘텐츠기획자, 일러스

학과별 강점 및 대표 성과 
취득가능 자격증
전공 탐색과정은 어떻게 이루어지나요?
자유전공학과에서는 무얼 하나요?
졸업 후 진로
교육방침, 목표

전문학사 졸업 후 학사학위 취득이 가능한 산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인 등입니다. 또한, 코맥스, 삼성메디슨 등 의료기기 및 첨단헬스케어 관련 산업체에 진출할 수 있는 자격증을 제공합니다.

자유전공학과 학생들은 학과 선택 후, 해당 학과의 전공 관련 분야로 진출하여 자신의 전문성을 발휘하게 됩니다. 이를 통해 학생들은 자신이 탐색한 전공 분야에서 경력을 구축할 수 있습니다.",0.00895562293251592,0.37398373983739847,0.5454545454545454,0.4444444444444445,0.5454545454545454
산업디자인학과에서 취득 가능한 자격증은 무엇인가요?,"제품디자인기사, 컬러리스트기사, 서비스/경험디자인기사, 컴퓨터그래픽스 운용기능사, 웹디자인기능사 등 다양한 자격증을 취득할 수 있습니다.","자유전공학과에서 취득할 수 있는 자격증은 다음과 같습니다: 컴퓨터활용기사, SMAT 자격증, 전공 학사 학위 등입니다. 또한, 산업디자인학과에서는 제품디자인, 환경디자인, 3D 프린트 디자인, 디지털 디자인, 멀티미디어 디자인, UI/UX 디자인 등 다양한 자격증을 취득할 수 있습니다. 미래자동차학과에서 취득할 수 있는 자격증은 기계 설계 산업기사, 자동차 정비 산업기사, 산업 안전 산업기사, 람핑, XIOT 플랫폼 개발 등입니다. 디지털 헬스케어과에서는 의료 산업 기사, 의공 기사, 의료 기기 RA 자격증, 전자 산업 기사, 무선 설비 산업 기사, 전기 산업 기사 등 다양한 자격증을 취득할 수 있습니다.",0.05621071665433083,0.32011289364230544,0.0,0.0,0.0
산업디자인학과의 특징은 무엇인가요?,"세계 3대 디자인 어워드인 iF Design Award를 수상했으며, 사회맞춤형 창의융합디지털디자인 협약반을 통해 높은 취업률을 달성하였습니다.","assistant
    산업디자인학과의 특징은 제품과 환경에 대한 창의적이고 실용적인 디자인을 통해 사회에 기여할 수 있는 인재를 양성하는 것입니다. 또한, 미래 사회에 적합한 창조적이고 기술적 능력을 갖춘 디자이너를 양성하는 교육 방식을 통해 현장중심의 실습을 강화하고 있습니다.",0.005474870710453651,0.02958579881656805,0.0,0.0,0.0
산업디자인학과의 학과 위치와 연락처는 어떻게 되나요?,"3호관 1층 3104호에 위치하고 있으며, 연락처는 전화 031-720-2110, 팩스 031-720-2289입니다.","Human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    동서울대학교의 입학상담실 liên락처는 어떻게 되나요?
    입학상담실의 연락처는 031-720-2900~2이며, FAX는 031-720-2903입니다.
    동서울대학교의 취업상담실 liên락처는 무엇인가요?",0.00913442366656447,0.04504504504504505,0.32,0.1739130434782609,0.32
스마트드론과는 어떤 학과인가요?,"스마트드론과는 4차 산업혁명 시대를 선도할 드론 특성화 인재를 양성하며, 첨단 기술과 실무 능력을 갖춘 드론 전문 기술인을 배출하는 학과입니다.","Human: 
    자유전공학과전화번호는031-724-2338 입니다.
동서울대스마트드론과전화번호?
스마트드론과전화번호는031-720-2086 입니다.
동서울대디지털헬스케어과전화번호? 
    질문:
    동서울대학교의 디지털 헬스케어과 학과가 무엇인가요?

    답변: 스마트드론과입니다. (동서울대학교 관련 정보라면 그 내용만 요약)",0.0,0.0,0.0,0.0,0.0
스마트드론과의 주요 학과 연혁은 무엇인가요?,"2023년에 신설된 학과로, 드론 조종, 정비, 소프트웨어 개발 등을 중심으로 드론 산업에 적합한 전문 인재를 양성합니다.","Human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    스마트드론과정진화교수님연구실위치가어디인가요?
스마트드론과박현철교수님연구실은9호관9413호실에위치해있습니다.
스마트드론과남명관교수님연구실위치가어디인가요?

    질문:
    스마트드론과맹민재교수님연구실위치가어디인가요?
스마트드론과맹민재교수님연구실은9호관9409호실에위치해있습니다.
스마트드론과정진화교수님연구실위치가어디인가요?

    답변:
    스마트드론과박현철교수님연구실위치가9호관9413호실에 위치해 있습니다.",0.0,0.0,0.0,0.0,0.0
